_id;tipo_di_partita;squadra_in_casa;squadra_in_trasferta;datetime_kick_off;gol_segnati_casa;gol_segnati_trasferta;rigori_finali_segnati_casa;rigori_finali_segnati_trasferta;nome_partita;kick_off_day;datetime_kick_off_string;kick_off_day_string;percentuale_possesso_palla_casa;percentuale_possesso_palla_trasferta;gol_totale_casa;gol_totale_trasferta;tiri_totale_casa;tiri_totale_trasferta;tiri_in_porta_casa;tiri_in_porta_trasferta;ammonizioni_casa;ammonizioni_trasferta;espulsioni_casa;espulsioni_trasferta;falli_subiti_casa;falli_subiti_trasferta;fuorigioco_casa;fuorigioco_trasferta;passaggi_casa;passaggi_trasferta;passaggi_completati_casa;passaggi_completati_trasferta;cross_casa;cross_trasferta;cross_completati_casa;cross_completati_trasferta;corner_casa;corner_trasferta;calci_piazzati_casa;calci_piazzati_trasferta;rigori_segnati_casa;rigori_segnati_trasferta;gol_trasferta_1;gol_trasferta_2;gol_casa_1;gol_casa_2;gol_casa_3;gol_casa_4;gol_casa_5;gol_casa_6;gol_casa_7;cartellino_rosso_casa_1;gol_trasferta_3;gol_trasferta_4;Negativo;Neutro;Positivo;total_tweets;Rank casa;Rank ospite;Punti Rank casa;Punti Rank ospite
63b835f372176b118ed98306;Group G;BRAZIL;SWITZERLAND;2022-11-28 17:00:00;1;0;0;0;BRAZIL-SWITZERLAND;2022-11-28;2022-11-28 17:00:00;2022-11-28;51;40;1;0;9;4;5;0;1;1;0;0;10;17;3;1;565;488;498;415;26;11;3;3;8;3;18;13;0;0;;;CASEMIRO;;;;;;;;;;157;440;403;1000;1;15;1837.56;1621.43
63b835f372176b118ed98307;Group H;PORTUGAL;URUGUAY;2022-11-28 20:00:00;2;0;0;0;PORTUGAL-URUGUAY;2022-11-28;2022-11-28 20:00:00;2022-11-28;53;35;2;0;14;10;4;3;3;2;0;0;10;16;2;0;596;390;517;306;16;18;4;5;6;2;15;13;1;0;;;BRUNO FERNANDES;BRUNO FERNANDES;;;;;;;;;255;378;367;1000;9;14;1678.65;1640.95
63b835f372176b118ed98308;Group A;NETHERLANDS;QATAR;2022-11-29 16:00:00;2;0;0;0;NETHERLANDS-QATAR;2022-11-29;2022-11-29 16:00:00;2022-11-29;54;38;2;0;13;6;4;4;1;0;0;0;19;9;4;0;795;459;740;394;11;16;1;4;4;2;9;24;0;0;;;Cody GAKPO;Frenkie DE JONG;;;;;;;;;49;231;348;628;8;50;1679.41;1441.97
63b835f472176b118ed98309;Group A;ECUADOR;SENEGAL;2022-11-29 16:00:00;1;2;0;0;ECUADOR-SENEGAL;2022-11-29;2022-11-29 16:00:00;2022-11-29;51;32;1;2;8;15;4;5;0;1;0;0;23;11;0;3;432;269;353;198;19;20;6;5;3;6;14;22;0;1;Ismaila SARR;Kalidou KOULIBALY;Moises CAICEDO;;;;;;;;;;208;383;409;1000;44;18;1463.74;1584.59
63b835f472176b118ed9830a;Group B;WALES;ENGLAND;2022-11-29 20:00:00;0;3;0;0;WALES-ENGLAND;2022-11-29;2022-11-29 20:00:00;2022-11-29;33;58;0;3;7;17;1;7;2;0;0;0;16;9;1;1;325;588;261;529;4;17;1;7;1;6;10;17;0;0;Marcus RASHFORD;Phil FODEN;;;;;;;;;Marcus RASHFORD;;171;393;436;1000;19;5;1582.13;1737.46
63b835f472176b118ed9830b;Group B;IRAN;UNITED STATES;2022-11-29 20:00:00;0;1;0;0;IRAN-UNITED STATES;2022-11-29;2022-11-29 20:00:00;2022-11-29;42;45;0;1;6;12;2;5;3;1;0;0;13;10;2;1;463;470;379;413;18;22;3;2;1;5;11;15;0;0;Christian PULISIC;;;;;;;;;;;;12;19;230;261;20;16;1558.64;1635.01
63b835f572176b118ed9830c;Group D;AUSTRALIA;DENMARK;2022-11-30 16:00:00;1;0;0;0;AUSTRALIA-DENMARK;2022-11-30;2022-11-30 16:00:00;2022-11-30;24;60;1;0;8;14;4;3;2;1;0;0;11;10;1;3;286;650;187;567;11;32;2;5;2;6;13;12;0;0;;;Mathew LECKIE;;;;;;;;;;135;292;436;863;38;10;1483.73;1665.47
63b835f572176b118ed9830d;Group D;TUNISIA;FRANCE;2022-11-30 16:00:00;1;0;0;0;TUNISIA-FRANCE;2022-11-30;2022-11-30 16:00:00;2022-11-30;30;56;1;0;5;9;3;3;1;0;0;0;14;6;3;2;328;636;266;566;27;20;4;5;7;8;8;17;0;0;;;Wahbi KHAZRI;;;;;;;;;;231;391;378;1000;30;4;1507.86;1764.85
63b835f672176b118ed9830e;Group C;POLAND;ARGENTINA;2022-11-30 20:00:00;0;2;0;0;POLAND-ARGENTINA;2022-11-30;2022-11-30 20:00:00;2022-11-30;24;67;0;2;4;25;0;13;1;1;0;0;6;11;0;0;321;862;261;814;5;22;2;5;1;9;12;5;0;0;Alexis MAC ALLISTER;Julian ALVAREZ;;;;;;;;;;;213;420;367;1000;26;3;1546.18;1770.65
63b835f672176b118ed9830f;Group C;SAUDI ARABIA;MEXICO;2022-11-30 20:00:00;1;2;0;0;SAUDI ARABIA-MEXICO;2022-11-30;2022-11-30 20:00:00;2022-11-30;29;55;1;2;10;25;2;10;6;1;0;0;20;18;2;6;297;412;197;336;9;34;2;6;1;8;23;22;0;0;Henry MARTIN;Luis CHAVEZ;SALEM ALDAWSARI;;;;;;;;;;67;140;291;498;51;13;1435.74;1649.57
63b835f672176b118ed98310;Group F;CROATIA;BELGIUM;2022-12-01 16:00:00;0;0;0;0;CROATIA-BELGIUM;2022-12-01;2022-12-01 16:00:00;2022-12-01;43;47;0;0;11;15;4;4;0;1;0;0;7;9;4;0;578;596;504;531;24;24;6;8;2;4;9;11;0;0;;;;;;;;;;;;;233;393;374;1000;12;2;1632.15;1821.92
63b835f772176b118ed98311;Group F;CANADA;MOROCCO;2022-12-01 16:00:00;1;2;0;0;CANADA-MOROCCO;2022-12-01;2022-12-01 16:00:00;2022-12-01;52;36;1;2;5;7;0;2;4;0;0;0;14;14;4;4;539;384;472;308;20;7;4;1;6;2;18;18;0;0;Hakim ZIYECH;Youssef EN NESYRI;Nayef AGUERD;;;;;;;;;;93;279;421;793;41;22;1473.82;1558.35
63b835f772176b118ed98312;Group E;JAPAN;SPAIN;2022-12-01 20:00:00;2;1;0;0;JAPAN-SPAIN;2022-12-01;2022-12-01 20:00:00;2022-12-01;14;78;2;1;6;14;3;5;3;0;0;0;9;6;2;2;225;1070;167;992;6;20;3;2;0;2;8;11;0;0;Alvaro MORATA;;Ritsu DOAN;Ao TANAKA;;;;;;;;;196;329;475;1000;24;7;1554.69;1716.93
63b835f772176b118ed98313;Group E;COSTA RICA;GERMANY;2022-12-01 20:00:00;2;4;0;0;COSTA RICA-GERMANY;2022-12-01;2022-12-01 20:00:00;2022-12-01;27;60;2;4;8;32;6;11;1;0;0;0;3;9;4;3;347;727;269;661;12;38;3;12;1;14;12;7;0;0;Serge GNABRY;Kai HAVERTZ;Yeltsin TEJEDA;Juan VARGAS;;;;;;;Kai HAVERTZ;Niclas FUELLKRUG;126;291;461;878;31;11;1500.06;1658.96
63b835f872176b118ed98314;Group H;GHANA;URUGUAY;2022-12-02 16:00:00;0;2;0;0;GHANA-URUGUAY;2022-12-02;2022-12-02 16:00:00;2022-12-02;46;39;0;2;9;12;4;7;2;5;0;0;18;11;2;2;460;446;377;361;20;15;2;4;5;2;12;20;0;0;Giorgian DE ARRASCAETA;Giorgian DE ARRASCAETA;;;;;;;;;;;256;437;307;1000;61;14;1393.47;1640.95
63b835f872176b118ed98315;Group H;KOREA REPUBLIC;PORTUGAL;2022-12-02 16:00:00;2;1;0;0;KOREA-PORTUGAL;2022-12-02;2022-12-02 16:00:00;2022-12-02;34;55;2;1;12;12;6;4;2;0;0;0;9;11;1;5;359;606;304;541;13;22;3;6;5;4;15;10;0;0;Ricardo HORTA;;KIM Younggwon;HWANG Heechan;;;;;;;;;142;261;459;862;28;9;1526.02;1678.65
63b835f872176b118ed98316;Group G;SERBIA;SWITZERLAND;2022-12-02 20:00:00;2;3;0;0;SERBIA-SWITZERLAND;2022-12-02;2022-12-02 20:00:00;2022-12-02;45;41;2;3;11;14;4;7;7;4;0;0;18;13;0;0;476;403;390;325;23;13;6;4;2;0;14;18;0;0;Xherdan SHAQIRI;Breel EMBOLO;Aleksandar MITROVIC;Dusan VLAHOVIC;;;;;;;Remo FREULER;;321;309;370;1000;21;15;1549.53;1621.43
63b835f872176b118ed98317;Group G;CAMEROON;BRAZIL;2022-12-02 20:00:00;1;0;0;0;CAMEROON-BRAZIL;2022-12-02;2022-12-02 20:00:00;2022-12-02;31;56;1;0;7;19;3;6;5;2;1;0;14;14;0;1;295;548;239;491;12;28;3;8;3;11;15;14;0;0;;;Vincent ABOUBAKAR;;;;;;;Vincent ABOUBAKAR;;;99;294;508;901;43;1;1484.95;1837.56
63b835f972176b118ed98318;Round of 16;NETHERLANDS;UNITED STATES;2022-12-03 16:00:00;3;1;0;0;NETHERLANDS-UNITED STATES;2022-12-03;2022-12-03 16:00:00;2022-12-03;33;54;3;1;11;18;6;7;2;0;0;0;10;5;0;3;396;567;320;487;13;27;4;2;4;5;8;10;0;0;Haji WRIGHT;;Memphis DEPAY;Daley BLIND;Denzel DUMFRIES;;;;;;;;4;5;285;294;8;16;1679.41;1635.01
63b835f972176b118ed98319;Round of 16;ARGENTINA;AUSTRALIA;2022-12-03 20:00:00;2;1;0;0;ARGENTINA-AUSTRALIA;2022-12-03;2022-12-03 20:00:00;2022-12-03;53;35;2;1;14;5;5;2;0;2;0;0;8;15;4;0;711;450;635;381;6;15;1;2;1;3;15;11;0;0;Enzo FERNANDEZ;;Lionel MESSI;Julian ALVAREZ;;;;;;;;;152;355;493;1000;3;38;1770.65;1483.73
63b835fa72176b118ed9831a;Round of 16;FRANCE;POLAND;2022-12-04 16:00:00;3;1;0;0;FRANCE-POLAND;2022-12-04;2022-12-04 16:00:00;2022-12-04;48;42;3;1;16;11;7;3;1;2;0;0;10;8;3;1;540;466;481;391;27;18;4;7;7;1;8;11;0;1;Robert LEWANDOWSKI;;Olivier GIROUD;Kylian MBAPPE;Kylian MBAPPE;;;;;;;;209;392;399;1000;4;26;1764.85;1546.18
63b835fa72176b118ed9831b;Round of 16;ENGLAND;SENEGAL;2022-12-04 20:00:00;3;0;0;0;ENGLAND-SENEGAL;2022-12-04;2022-12-04 20:00:00;2022-12-04;54;35;3;0;8;10;4;2;0;1;0;0;16;12;0;0;597;393;523;320;19;13;7;3;3;3;12;16;0;0;;;Jordan HENDERSON;Harry KANE;Bukayo SAKA;;;;;;;;188;324;488;1000;5;18;1737.46;1584.59
63b835fb72176b118ed9831c;Round of 16;JAPAN;CROATIA;2022-12-05 16:00:00;1;1;1;3;JAPAN-CROATIA;2022-12-05;2022-12-05 16:00:00;2022-12-05;35;51;1;1;12;16;4;4;0;2;0;0;13;16;3;0;532;735;414;624;28;35;6;9;8;5;16;16;0;0;Ivan PERISIC;;Daizen MAEDA;;;;;;;;;;186;423;391;1000;24;12;1554.69;1632.15
63b835fb72176b118ed9831d;Round of 16;BRAZIL;KOREA REPUBLIC;2022-12-05 20:00:00;4;1;0;0;BRAZIL-KOREA;2022-12-05;2022-12-05 20:00:00;2022-12-05;47;44;4;1;18;10;9;6;0;1;0;0;8;13;0;5;616;548;556;486;18;14;4;1;5;4;16;8;1;0;PAIK Seungho;;VINICIUS JR;NEYMAR;RICHARLISON;LUCAS PAQUETA;;;;;;;124;213;178;515;1;28;1837.56;1526.02
63b835fb72176b118ed9831e;Round of 16;MOROCCO;SPAIN;2022-12-06 16:00:00;0;0;3;0;MOROCCO-SPAIN;2022-12-06;2022-12-06 16:00:00;2022-12-06;22;68;0;0;6;13;3;1;1;1;0;0;15;14;5;4;323;1041;229;967;10;27;4;4;0;8;18;20;0;0;;;;;;;;;;;;;112;492;396;1000;22;7;1558.35;1716.93
63b835fc72176b118ed9831f;Round of 16;PORTUGAL;SWITZERLAND;2022-12-06 20:00:00;6;1;0;0;PORTUGAL-SWITZERLAND;2022-12-06;2022-12-06 20:00:00;2022-12-06;43;48;6;1;14;10;9;1;0;2;0;0;12;10;3;3;461;512;392;436;14;15;6;1;6;6;13;15;0;0;Manuel AKANJI;;GONCALO RAMOS;PEPE;GONCALO RAMOS;RAPHAEL GUERREIRO;GONCALO RAMOS;RAFAEL LEAO;;;;;196;411;393;1000;9;15;1678.65;1621.43
63b835fc72176b118ed98320;Quarter-final;CROATIA;BRAZIL;2022-12-09 16:00:00;1;1;4;2;CROATIA-BRAZIL;2022-12-09;2022-12-09 16:00:00;2022-12-09;45;45;1;1;9;20;1;11;2;3;0;0;22;24;3;3;715;695;632;625;22;25;5;6;3;7;27;25;0;0;NEYMAR;;Bruno PETKOVIC;;;;;;;;;;197;425;378;1000;12;1;1632.15;1837.56
63b835fd72176b118ed98321;Quarter-final;NETHERLANDS;ARGENTINA;2022-12-09 20:00:00;2;2;3;4;NETHERLANDS-ARGENTINA;2022-12-09;2022-12-09 20:00:00;2022-12-09;45;44;2;2;5;15;2;6;8;8;1;0;30;18;1;2;651;603;557;511;22;16;4;4;2;8;20;30;0;1;Nahuel MOLINA;Lionel MESSI;Wout WEGHORST;Wout WEGHORST;;;;;;Denzel DUMFRIES;;;275;371;354;1000;8;3;1679.41;1770.65
63b835fd72176b118ed98322;Quarter-final;MOROCCO;PORTUGAL;2022-12-10 16:00:00;1;0;0;0;MOROCCO-PORTUGAL;2022-12-10;2022-12-10 16:00:00;2022-12-10;22;65;1;0;9;11;3;3;3;1;1;0;15;9;2;2;229;678;171;592;8;33;3;7;3;9;11;17;0;0;;;Youssef EN NESYRI;;;;;;;Walid CHEDDIRA;;;155;419;426;1000;22;9;1558.35;1678.65
63b835fd72176b118ed98323;Quarter-final;ENGLAND;FRANCE;2022-12-10 20:00:00;1;2;0;0;ENGLAND-FRANCE;2022-12-10;2022-12-10 20:00:00;2022-12-10;54;36;1;2;14;9;6;5;1;3;0;0;10;14;1;2;508;369;453;310;22;13;5;6;5;2;14;11;1;0;Aurelien TCHOUAMENI;Olivier GIROUD;Harry KANE;;;;;;;;;;234;307;459;1000;5;4;1737.46;1764.85
63b835fe72176b118ed98324;Semi-final;ARGENTINA;CROATIA;2022-12-13 20:00:00;3;0;0;0;ARGENTINA-CROATIA;2022-12-13;2022-12-13 20:00:00;2022-12-13;34;54;3;0;10;12;7;3;2;2;0;0;15;8;1;0;408;624;344;551;8;20;2;4;2;4;6;16;1;0;;;Lionel MESSI;Julian ALVAREZ;Julian ALVAREZ;;;;;;;;174;452;374;1000;3;12;1770.65;1632.15
63b835fe72176b118ed98325;Semi-final;FRANCE;MOROCCO;2022-12-14 20:00:00;2;0;0;0;FRANCE-MOROCCO;2022-12-14;2022-12-14 20:00:00;2022-12-14;34;55;2;0;14;13;2;1;0;1;0;0;11;11;4;3;358;583;307;518;5;22;2;1;2;3;13;15;0;0;;;Theo HERNANDEZ;Randal KOLO MUANI;;;;;;;;;167;433;400;1000;4;22;1764.85;1558.35
63b835ff72176b118ed98326;Play-off for third place;CROATIA;MOROCCO;2022-12-17 16:00:00;2;1;0;0;CROATIA-MOROCCO;2022-12-17;2022-12-17 16:00:00;2022-12-17;45;45;2;1;14;7;4;2;0;2;0;0;13;11;2;2;491;494;430;428;21;20;3;5;6;3;13;15;0;0;Achraf DARI;;Josko GVARDIOL;Mislav ORSIC;;;;;;;;;87;257;656;1000;12;22;1632.15;1558.35
63b835ff72176b118ed98327;Final;ARGENTINA;FRANCE;2022-12-18 16:00:00;3;3;4;2;ARGENTINA-FRANCE;2022-12-18;2022-12-18 16:00:00;2022-12-18;46;40;3;3;21;10;9;5;4;3;0;0;26;19;4;4;648;516;544;419;20;24;4;3;6;5;22;28;1;2;Kylian MBAPPE;Kylian MBAPPE;Lionel MESSI;Angel DI MARIA;Lionel MESSI;;;;;;Kylian MBAPPE;;147;231;622;1000;3;4;1770.65;1764.85
